sessionId,time,filename,th1,th1_value,th2,th2_value,th3,th3_value,wudate,datetime,precipRate,pressureMax,dewptAvg,windgustHigh,windspeedAvg,tempAve,humidityAvg,winddirAvg,uvHigh,solarRadiationHigh,lon,lat,BirdNET,MIT_AST_label,sound_class_label,Human_detected
test,_2023_08_11_18_00_10,garden_11082023/0/er_file_2023_08_11_18_00_10.wav,0.2470450944038709,0.22,0.456609715312962,0.5,0.0348062286737922,0.21,20230811,2023-08-11 18:00:10,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Door,door,0.0
test,_2023_08_11_18_00_13,garden_11082023/0/er_file_2023_08_11_18_00_13.wav,0.2946293273301381,0.22,0.7915667538534763,0.5,0.0795538154133373,0.21,20230811,2023-08-11 18:00:13,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_00_16,garden_11082023/0/er_file_2023_08_11_18_00_16.wav,0.2079297607958526,0.22,0.7299780723689506,0.5,0.0783899380183184,0.21,20230811,2023-08-11 18:00:16,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Owl,bird,0.0
test,_2023_08_11_18_00_19,garden_11082023/0/er_file_2023_08_11_18_00_19.wav,0.2684330214942083,0.22,0.2879425907842783,0.5,0.1110171324034037,0.21,20230811,2023-08-11 18:00:19,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_00_57,garden_11082023/0/er_file_2023_08_11_18_00_57.wav,0.1403679284048559,0.22,0.524052457555148,0.5,0.0272925320322552,0.21,20230811,2023-08-11 18:00:57,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_01_03,garden_11082023/0/er_file_2023_08_11_18_01_03.wav,0.2389796294766057,0.22,0.3945879553927425,0.5,0.0580062142100679,0.21,20230811,2023-08-11 18:01:03,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_01_06,garden_11082023/0/er_file_2023_08_11_18_01_06.wav,0.2235255991480259,0.22,0.3812303390302209,0.5,0.0517427535254798,0.21,20230811,2023-08-11 18:01:06,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_02_11,garden_11082023/0/er_file_2023_08_11_18_02_11.wav,0.1762337006436097,0.22,0.7166011752924799,0.5,0.0174692086923187,0.21,20230811,2023-08-11 18:02:11,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_02_22,garden_11082023/0/er_file_2023_08_11_18_02_22.wav,0.3080287481367395,0.22,0.7417983638653811,0.5,0.0250149268517757,0.21,20230811,2023-08-11 18:02:22,0.0,1018.32,20.1,3.5,0.8,28.0,62.4,188.0,4.0,468.9,5.462251,51.417782,,Caw,bird,0.0
test,_2023_08_11_18_02_50,garden_11082023/0/er_file_2023_08_11_18_02_50.wav,0.2178757058538386,0.22,0.7876898928680702,0.5,0.1275148220679369,0.21,20230811,2023-08-11 18:02:50,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_04_06,garden_11082023/0/er_file_2023_08_11_18_04_06.wav,0.2326787092180565,0.22,0.702764836109131,0.5,0.0359492528234777,0.21,20230811,2023-08-11 18:04:06,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,,Bird,bird,0.0
test,_2023_08_11_18_04_16,garden_11082023/0/er_file_2023_08_11_18_04_16.wav,0.1379878139333605,0.22,0.8931607994990403,0.5,0.1307340637528403,0.21,20230811,2023-08-11 18:04:16,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_04_19,garden_11082023/0/er_file_2023_08_11_18_04_19.wav,0.1454958350217094,0.22,0.8718237882158621,0.5,0.1934626760985007,0.21,20230811,2023-08-11 18:04:19,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_04_21,garden_11082023/0/er_file_2023_08_11_18_04_21.wav,0.2312535822338753,0.22,0.8033142896298116,0.5,0.1188512843434612,0.21,20230811,2023-08-11 18:04:21,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_04_24,garden_11082023/0/er_file_2023_08_11_18_04_24.wav,0.2903687082035205,0.22,0.7602852488409368,0.5,0.1425663807643669,0.21,20230811,2023-08-11 18:04:24,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_05_14,garden_11082023/0/er_file_2023_08_11_18_05_14.wav,0.2987795654362352,0.22,0.656369378461251,0.5,0.1083229241976591,0.21,20230811,2023-08-11 18:05:14,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,,Tick,alarm,0.0
test,_2023_08_11_18_05_45,garden_11082023/0/er_file_2023_08_11_18_05_45.wav,0.276225561258884,0.22,0.8405164139576384,0.5,0.0380474285060401,0.21,20230811,2023-08-11 18:05:45,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Speech,human,0.0
test,_2023_08_11_18_06_44,garden_11082023/0/er_file_2023_08_11_18_06_44.wav,0.1519172611788141,0.22,0.882714605579141,0.5,0.0250484753330485,0.21,20230811,2023-08-11 18:06:44,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Sliding door,door,1.0
test,_2023_08_11_18_07_12,garden_11082023/0/er_file_2023_08_11_18_07_12.wav,0.180184703780338,0.22,0.8876811049209126,0.5,0.0261441429769693,0.21,20230811,2023-08-11 18:07:12,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Caw,bird,0.0
test,_2023_08_11_18_07_14,garden_11082023/0/er_file_2023_08_11_18_07_14.wav,0.273843776805742,0.22,0.8941199904937644,0.5,0.1385885655318587,0.21,20230811,2023-08-11 18:07:14,0.0,1018.22,20.4,5.5,1.4,28.5,61.3,175.0,2.0,223.8,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Crow,bird,0.0
test,_2023_08_11_18_07_24,garden_11082023/0/er_file_2023_08_11_18_07_24.wav,0.1501547221979896,0.22,0.7448446743077777,0.5,0.0352872272483805,0.21,20230811,2023-08-11 18:07:24,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Crow,bird,0.0
test,_2023_08_11_18_07_28,garden_11082023/0/er_file_2023_08_11_18_07_28.wav,0.3863272849577703,0.22,0.5848753874115336,0.5,0.0137319801075238,0.21,20230811,2023-08-11 18:07:28,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Caw,bird,0.0
test,_2023_08_11_18_08_12,garden_11082023/0/er_file_2023_08_11_18_08_12.wav,0.1407989297658781,0.22,0.8538204850226885,0.5,0.085516019508776,0.21,20230811,2023-08-11 18:08:12,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,,Bird,bird,0.0
test,_2023_08_11_18_08_14,garden_11082023/0/er_file_2023_08_11_18_08_14.wav,0.2621575551034699,0.22,0.8262145490153636,0.5,0.0468120773745894,0.21,20230811,2023-08-11 18:08:14,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,,Owl,bird,0.0
test,_2023_08_11_18_08_17,garden_11082023/0/er_file_2023_08_11_18_08_17.wav,0.2859445782661682,0.22,0.9541535133591776,0.5,0.8402254015857747,0.21,20230811,2023-08-11 18:08:17,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_08_21,garden_11082023/0/er_file_2023_08_11_18_08_21.wav,0.3914830705636622,0.22,0.7780835061692162,0.5,0.602139746469627,0.21,20230811,2023-08-11 18:08:21,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,,"Heart sounds, heartbeat",foley,0.0
test,_2023_08_11_18_09_01,garden_11082023/0/er_file_2023_08_11_18_09_01.wav,0.1354183726353359,0.22,0.625614567289352,0.5,0.041334007572865,0.21,20230811,2023-08-11 18:09:01,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,,Silence,weather,0.0
test,_2023_08_11_18_09_05,garden_11082023/0/er_file_2023_08_11_18_09_05.wav,0.2716848901016949,0.22,0.457760136012828,0.5,0.0027804171637103,0.21,20230811,2023-08-11 18:09:05,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Crow,bird,0.0
test,_2023_08_11_18_09_24,garden_11082023/0/er_file_2023_08_11_18_09_24.wav,0.1664282045393487,0.22,0.9202904170980212,0.5,0.1647433426541366,0.21,20230811,2023-08-11 18:09:24,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Bird,bird,0.0
test,_2023_08_11_18_09_27,garden_11082023/0/er_file_2023_08_11_18_09_27.wav,0.1564565444291522,0.22,0.5987634757051985,0.5,0.0165935345107974,0.21,20230811,2023-08-11 18:09:27,0.0,1018.22,20.2,3.5,1.4,28.5,60.7,174.0,3.0,330.1,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Crow,bird,0.0
test,_2023_08_11_18_13_41,garden_11082023/0/er_file_2023_08_11_18_13_41.wav,0.4296411191977558,0.22,0.534547318689558,0.5,0.0722875008773157,0.21,20230811,2023-08-11 18:13:41,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_14_02,garden_11082023/0/er_file_2023_08_11_18_14_02.wav,0.1359831105824234,0.22,0.7573188327250178,0.5,0.0574676862443166,0.21,20230811,2023-08-11 18:14:02,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_12,garden_11082023/0/er_file_2023_08_11_18_14_12.wav,0.4424454461444701,0.22,0.8806365767826798,0.5,0.3383180438438062,0.21,20230811,2023-08-11 18:14:12,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_15,garden_11082023/0/er_file_2023_08_11_18_14_15.wav,0.3565784171371773,0.22,0.919937550200763,0.5,0.2948357803541641,0.21,20230811,2023-08-11 18:14:15,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_17,garden_11082023/0/er_file_2023_08_11_18_14_17.wav,0.4383447060312089,0.22,0.8786279112661657,0.5,0.1863110961127573,0.21,20230811,2023-08-11 18:14:17,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_20,garden_11082023/0/er_file_2023_08_11_18_14_20.wav,0.1476647840387694,0.22,0.8579290342900223,0.5,0.1473554016827715,0.21,20230811,2023-08-11 18:14:20,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_36,garden_11082023/0/er_file_2023_08_11_18_14_36.wav,0.1359203924595774,0.22,0.9625362780710268,0.5,0.3406850100340021,0.21,20230811,2023-08-11 18:14:36,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_39,garden_11082023/0/er_file_2023_08_11_18_14_39.wav,0.233627951668272,0.22,0.955457046551102,0.5,0.2428021648778322,0.21,20230811,2023-08-11 18:14:39,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_14_41,garden_11082023/0/er_file_2023_08_11_18_14_41.wav,0.1582379766133493,0.22,0.9350497244466208,0.5,0.2136098486358745,0.21,20230811,2023-08-11 18:14:41,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,1.0
test,_2023_08_11_18_15_29,garden_11082023/0/er_file_2023_08_11_18_15_29.wav,0.424968442313153,0.22,0.9485669056190412,0.5,0.2638377666552514,0.21,20230811,2023-08-11 18:15:29,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_15_31,garden_11082023/0/er_file_2023_08_11_18_15_31.wav,0.2197750943644885,0.22,0.9308950161156706,0.5,0.2905645988139179,0.21,20230811,2023-08-11 18:15:31,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_15_34,garden_11082023/0/er_file_2023_08_11_18_15_34.wav,0.236328703351086,0.22,0.909891720665341,0.5,0.2529733958674074,0.21,20230811,2023-08-11 18:15:34,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Insect,insect,1.0
test,_2023_08_11_18_16_42,garden_11082023/0/er_file_2023_08_11_18_16_42.wav,0.145808653870319,0.22,0.5617649377304414,0.5,0.0238836164825115,0.21,20230811,2023-08-11 18:16:42,0.0,1018.12,20.7,3.5,0.6,29.1,60.4,220.0,3.0,332.3,5.462251,51.417782,Streptopelia decaocto_Eurasian Collared-Dove,Cat,animal,0.0
test,_2023_08_11_18_17_26,garden_11082023/0/er_file_2023_08_11_18_17_26.wav,0.3117955010278335,0.22,0.2836333212223576,0.5,0.0490086407316792,0.21,20230811,2023-08-11 18:17:26,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_17_29,garden_11082023/0/er_file_2023_08_11_18_17_29.wav,0.2498261737580562,0.22,0.3062532767043382,0.5,0.0442914142556002,0.21,20230811,2023-08-11 18:17:29,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_17_32,garden_11082023/0/er_file_2023_08_11_18_17_32.wav,0.2629016370440429,0.22,0.7859827960963792,0.5,0.1276483888290697,0.21,20230811,2023-08-11 18:17:32,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_17_59,garden_11082023/0/er_file_2023_08_11_18_17_59.wav,0.1880891885203834,0.22,0.7831154443460555,0.5,0.0137635086786598,0.21,20230811,2023-08-11 18:17:59,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Fowl,bird,0.0
test,_2023_08_11_18_18_43,garden_11082023/0/er_file_2023_08_11_18_18_43.wav,0.4110730449279236,0.22,0.380485402028538,0.5,0.1025946588361449,0.21,20230811,2023-08-11 18:18:43,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_19_26,garden_11082023/0/er_file_2023_08_11_18_19_26.wav,0.1729532283481933,0.22,0.9258965103514336,0.5,0.2358356874614214,0.21,20230811,2023-08-11 18:19:26,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_19_28,garden_11082023/0/er_file_2023_08_11_18_19_28.wav,0.142497299053437,0.22,0.9410149890261332,0.5,0.2024743646046898,0.21,20230811,2023-08-11 18:19:28,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,Columba palumbus_Common Wood-Pigeon,Bird,bird,0.0
test,_2023_08_11_18_20_34,garden_11082023/0/er_file_2023_08_11_18_20_34.wav,0.239277464783056,0.22,0.5088078828824483,0.5,0.0300145179975657,0.21,20230811,2023-08-11 18:20:34,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_20_38,garden_11082023/0/er_file_2023_08_11_18_20_38.wav,0.3164764003253403,0.22,0.3034000346173418,0.5,0.0131103510275036,0.21,20230811,2023-08-11 18:20:38,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,White noise,background,0.0
test,_2023_08_11_18_20_44,garden_11082023/0/er_file_2023_08_11_18_20_44.wav,0.1404941859714682,0.22,0.6460137352454405,0.5,0.0704140643466053,0.21,20230811,2023-08-11 18:20:44,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,White noise,background,0.0
test,_2023_08_11_18_20_50,garden_11082023/0/er_file_2023_08_11_18_20_50.wav,0.1784355360578243,0.22,0.6250659724497438,0.5,0.1388735055487153,0.21,20230811,2023-08-11 18:20:50,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Thunder,weather,0.0
test,_2023_08_11_18_20_54,garden_11082023/0/er_file_2023_08_11_18_20_54.wav,0.2698357789948233,0.22,0.4611687376913227,0.5,0.0581819104866947,0.21,20230811,2023-08-11 18:20:54,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Thunder,weather,0.0
test,_2023_08_11_18_21_03,garden_11082023/0/er_file_2023_08_11_18_21_03.wav,0.29818078596511,0.22,0.36902821668808,0.5,0.0866379445769414,0.21,20230811,2023-08-11 18:21:03,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Vehicle,vehicle,0.0
test,_2023_08_11_18_21_14,garden_11082023/0/er_file_2023_08_11_18_21_14.wav,0.2745077606834747,0.22,0.3904040543532578,0.5,0.0343377833240075,0.21,20230811,2023-08-11 18:21:14,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Rumble,mechanical,0.0
test,_2023_08_11_18_21_17,garden_11082023/0/er_file_2023_08_11_18_21_17.wav,0.315534469638826,0.22,0.5674457191016766,0.5,0.0125066464077715,0.21,20230811,2023-08-11 18:21:17,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_21_29,garden_11082023/0/er_file_2023_08_11_18_21_29.wav,0.3314997106477468,0.22,0.4213257381036428,0.5,0.0294669532232338,0.21,20230811,2023-08-11 18:21:29,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Eruption,explosion,1.0
test,_2023_08_11_18_21_36,garden_11082023/0/er_file_2023_08_11_18_21_36.wav,0.2597156561448529,0.22,0.4426027945047779,0.5,0.0595290363328894,0.21,20230811,2023-08-11 18:21:36,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,Corvus monedula_Eurasian Jackdaw,Speech,human,0.0
test,_2023_08_11_18_22_15,garden_11082023/0/er_file_2023_08_11_18_22_15.wav,0.2691298719202559,0.22,0.8864207983774932,0.5,0.0243592999507159,0.21,20230811,2023-08-11 18:22:15,0.0,1018.02,20.8,3.5,1.4,29.4,59.7,188.0,2.0,275.4,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_22_43,garden_11082023/0/er_file_2023_08_11_18_22_43.wav,0.1590777768540421,0.22,0.5960753529253535,0.5,0.0021540103321108,0.21,20230811,2023-08-11 18:22:43,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_22_55,garden_11082023/0/er_file_2023_08_11_18_22_55.wav,0.1853481011021748,0.22,0.6561185109428858,0.5,0.0628984409996084,0.21,20230811,2023-08-11 18:22:55,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_22_57,garden_11082023/0/er_file_2023_08_11_18_22_57.wav,0.363787082905011,0.22,0.6883653595297516,0.5,0.062729739436368,0.21,20230811,2023-08-11 18:22:57,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_23_00,garden_11082023/0/er_file_2023_08_11_18_23_00.wav,0.4047251658087246,0.22,0.7624037509182369,0.5,0.1926238907179412,0.21,20230811,2023-08-11 18:23:00,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_23_03,garden_11082023/0/er_file_2023_08_11_18_23_03.wav,0.3351983117448648,0.22,0.8141279698998998,0.5,0.096222859532581,0.21,20230811,2023-08-11 18:23:03,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
test,_2023_08_11_18_23_08,garden_11082023/0/er_file_2023_08_11_18_23_08.wav,0.2361237139638805,0.22,0.9367342110273316,0.5,0.1037442319184009,0.21,20230811,2023-08-11 18:23:08,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Animal,animal,0.0
test,_2023_08_11_18_23_24,garden_11082023/0/er_file_2023_08_11_18_23_24.wav,0.2884405107197318,0.22,0.5890241925996831,0.5,0.1009563580212219,0.21,20230811,2023-08-11 18:23:24,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Animal,animal,0.0
test,_2023_08_11_18_23_43,garden_11082023/0/er_file_2023_08_11_18_23_43.wav,0.3193376026884769,0.22,0.713703862422282,0.5,0.0999238980407588,0.21,20230811,2023-08-11 18:23:43,0.0,1017.91,20.7,5.5,1.8,28.6,61.9,191.0,1.0,124.9,5.462251,51.417782,,Speech,human,0.0
