datetime,precipRate,pressureMax,dewptAvg,windgustHigh,windspeedAvg,tempAve,humidityAvg,winddirAvg,uvHigh,solarRadiationHigh,BirdNET,MIT_AST_label,sound_class_label,file_name,filename,filepath,human_label
2024-03-03 14:40:11,0.0,995.73,8.8,5.5,2.2,15.8,63.1,225.0,3.0,328.7,Corvus monedula_Eurasian Jackdaw,Squawk,bird,er_file_2024_03_03_14_40_11.wav,er_file_2024_03_03_14_40_11.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/16/er_file_2024_03_03_14_40_11.wav,Jackdaw/Dove
2024-01-27 14:13:11,0.0,1031.43,3.1,9.3,2.3,7.9,72.1,185.0,0.0,88.0,Corvus monedula_Eurasian Jackdaw,Owl,bird,er_file_2024_01_27_14_13_11.wav,er_file_2024_01_27_14_13_11.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/20/er_file_2024_01_27_14_13_11.wav,Jackdaw
2023-09-16 15:29:48,0.0,1008.03,19.4,3.5,0.9,26.7,64.0,151.0,4.0,435.9,Corvus monedula_Eurasian Jackdaw,Caw,bird,er_file_2023_09_16_15_29_48.wav,er_file_2023_09_16_15_29_48.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_10092023/59/er_file_2023_09_16_15_29_48.wav,Jackdaw
2023-10-26 15:58:41,0.0,990.32,11.1,1.8,0.3,12.3,92.0,148.0,0.0,68.5,Corvus monedula_Eurasian Jackdaw,Caw,bird,er_file_2023_10_26_15_58_41.wav,er_file_2023_10_26_15_58_41.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_21102023/97/er_file_2023_10_26_15_58_41.wav,Jackdaw
2023-11-25 14:54:52,0.0,1008.23,5.8,13.0,4.0,7.8,87.4,274.0,0.0,48.9,Corvus monedula_Eurasian Jackdaw,Crow,bird,er_file_2023_11_25_14_54_52.wav,er_file_2023_11_25_14_54_52.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_25112023/3/er_file_2023_11_25_14_54_52.wav,Tit/ tweet
2024-03-10 07:06:42,0.0,990.42,4.0,7.2,1.3,7.2,80.0,131.0,0.0,0.9,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_10_7_06_42.wav,er_file_2024_03_10_7_06_42.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/47/er_file_2024_03_10_7_06_42.wav,Tit/chirp
2024-01-01 13:56:42,0.0,1000.61,6.4,14.8,4.8,8.8,85.0,205.0,1.0,104.5,Parus major_Great Tit,Bird,bird,er_file_2024_01_01_13_56_42.wav,er_file_2024_01_01_13_56_42.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_01012024/14/er_file_2024_01_01_13_56_42.wav,Tit/ tweet
2024-03-19 06:42:50,0.0,1013.04,8.6,0.0,0.0,9.4,95.0,166.0,0.0,0.4,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_19_6_42_50.wav,er_file_2024_03_19_6_42_50.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/91/er_file_2024_03_19_6_42_50.wav,Tit/ tweet
2024-03-12 15:49:46,0.0,1009.31,8.2,1.8,0.1,10.6,85.0,153.0,0.0,15.5,Parus major_Great Tit,Bird,bird,er_file_2024_03_12_15_49_46.wav,er_file_2024_03_12_15_49_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/170/er_file_2024_03_12_15_49_46.wav,Tit
2024-03-18 09:35:27,0.0,1010.94,10.7,7.2,1.5,10.9,98.2,257.0,0.0,63.2,Parus major_Great Tit,"Bird vocalization, bird call, bird song",bird,er_file_2024_03_18_9_35_27.wav,er_file_2024_03_18_9_35_27.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/60/er_file_2024_03_18_9_35_27.wav,Tit/chirp/jackdaw
2023-12-24 11:00:24,0.0,1001.12,10.8,13.0,5.9,11.0,99.0,203.0,0.0,13.0,Parus major_Great Tit,Crow,bird,er_file_2023_12_24_11_00_24.wav,er_file_2023_12_24_11_00_24.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_23122023/111/er_file_2023_12_24_11_00_24.wav,Tit/tweet/chirp
2024-01-02 10:44:07,0.0,988.52,11.3,7.2,1.6,11.6,99.0,193.0,0.0,27.3,Parus major_Great Tit,Owl,bird,er_file_2024_01_02_10_44_07.wav,er_file_2024_01_02_10_44_07.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_01012024/72/er_file_2024_01_02_10_44_07.wav,Tit/dove
2024-03-21 07:52:25,0.0,1018.63,8.4,7.2,1.1,9.5,93.0,199.0,0.0,27.3,Parus major_Great Tit,Owl,bird,er_file_2024_03_21_7_52_25.wav,er_file_2024_03_21_7_52_25.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/163/er_file_2024_03_21_7_52_25.wav,Tit
2024-03-11 11:01:19,0.0,995.94,7.9,5.5,1.1,8.1,99.0,196.0,0.0,99.3,Parus major_Great Tit,Bird,bird,er_file_2024_03_11_11_01_19.wav,er_file_2024_03_11_11_01_19.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/105/er_file_2024_03_11_11_01_19.wav,Tit/chirp/wind
2024-01-03 12:16:32,0.0,987.34,9.0,9.3,4.9,10.6,90.0,228.0,0.0,87.6,Parus major_Great Tit,Animal,animal,er_file_2024_01_03_12_16_32.wav,er_file_2024_01_03_12_16_32.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_01012024/199/er_file_2024_01_03_12_16_32.wav,Tit/tweet
2024-01-21 10:54:23,0.0,1016.42,-0.6,16.6,4.9,2.7,79.0,106.0,0.0,47.7,Parus major_Great Tit,Bird,bird,er_file_2024_01_21_10_54_23.wav,er_file_2024_01_21_10_54_23.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/32/er_file_2024_01_21_10_54_23.wav,Tit/tweet
2024-03-18 16:06:15,0.0,1011.14,8.2,9.3,3.7,15.6,61.3,205.0,1.0,100.6,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_18_16_06_15.wav,er_file_2024_03_18_16_06_15.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/78/er_file_2024_03_18_16_06_15.wav,Tit
2024-03-21 12:13:15,0.0,1021.44,8.2,16.6,4.4,10.6,84.7,268.0,1.0,152.2,Parus major_Great Tit,Crow,bird,er_file_2024_03_21_12_13_15.wav,er_file_2024_03_21_12_13_15.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/175/er_file_2024_03_21_12_13_15.wav,Tit/ tweet
2024-03-10 10:06:05,0.0,990.82,5.0,5.5,1.1,9.7,72.5,141.0,1.0,143.5,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_10_10_06_05.wav,er_file_2024_03_10_10_06_05.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/57/er_file_2024_03_10_10_06_05.wav,Tit/ tweet
2024-03-13 14:48:54,0.0,1010.74,10.9,11.1,3.7,13.0,87.0,198.0,1.0,147.9,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_13_14_48_54.wav,er_file_2024_03_13_14_48_54.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/209/er_file_2024_03_13_14_48_54.wav,Tit/chirp
2024-03-09 14:04:35,0.0,995.02,5.7,18.3,5.4,12.3,63.6,128.0,1.0,189.1,Parus major_Great Tit,Bleat,animal,er_file_2024_03_09_14_04_35.wav,er_file_2024_03_09_14_04_35.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/28/er_file_2024_03_09_14_04_35.wav,Tit/ tweet/wind
2024-02-05 09:26:14,0.0,1016.42,8.0,18.3,8.4,10.0,88.0,224.0,0.0,52.5,Parus major_Great Tit,Rustling leaves,weather,er_file_2024_02_05_9_26_14.wav,er_file_2024_02_05_9_26_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03022024/443/er_file_2024_02_05_9_26_14.wav,Tit/ tweet/dove
2024-03-13 07:06:53,1.8,1009.31,10.4,5.5,1.0,10.6,99.0,187.0,0.0,1.7,Parus major_Great Tit,"Bird vocalization, bird call, bird song",bird,er_file_2024_03_13_7_06_53.wav,er_file_2024_03_13_7_06_53.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/188/er_file_2024_03_13_7_06_53.wav,Tit/ tweet
2024-03-18 06:25:24,0.0,1010.23,10.5,3.5,0.3,10.7,99.0,172.0,0.0,0.0,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_18_6_25_24.wav,er_file_2024_03_18_6_25_24.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/52/er_file_2024_03_18_6_25_24.wav,Tit/ tweet
2024-03-21 17:38:26,0.0,1019.54,8.9,5.5,1.6,11.7,83.0,176.0,0.0,43.3,Parus major_Great Tit,"Chirp, tweet",bird,er_file_2024_03_21_17_38_26.wav,er_file_2024_03_21_17_38_26.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/188/er_file_2024_03_21_17_38_26.wav,Tit/ tweet
2024-02-01 13:35:28,0.0,1027.23,5.7,14.8,6.4,9.1,79.0,296.0,2.0,222.0,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_02_01_13_35_28.wav,er_file_2024_02_01_13_35_28.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/182/er_file_2024_02_01_13_35_28.wav,Tit/chirp
2024-03-10 17:55:03,0.0,990.72,7.4,1.8,0.1,13.2,68.1,132.0,0.0,24.2,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_03_10_17_55_03.wav,er_file_2024_03_10_17_55_03.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/80/er_file_2024_03_10_17_55_03.wav,Tit/chirp
2024-03-05 08:49:11,0.0,1008.43,5.8,1.8,0.3,7.7,88.0,191.0,0.0,19.5,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_03_05_8_49_11.wav,er_file_2024_03_05_8_49_11.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/83/er_file_2024_03_05_8_49_11.wav,Tit/chirp/jackdaw
2024-01-30 09:07:03,0.0,1021.54,8.2,5.5,1.4,10.0,89.0,153.0,0.0,13.3,Cyanistes caeruleus_Eurasian Blue Tit,"Bird vocalization, bird call, bird song",bird,er_file_2024_01_30_9_07_03.wav,er_file_2024_01_30_9_07_03.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/67/er_file_2024_01_30_9_07_03.wav,Tit/ tweet/tap
2024-02-01 11:08:47,0.0,1027.13,5.2,11.1,4.1,7.8,84.0,213.0,0.0,64.6,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_02_01_11_08_47.wav,er_file_2024_02_01_11_08_47.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/176/er_file_2024_02_01_11_08_47.wav,Tit/chirp
2024-02-05 08:59:50,0.0,1016.53,8.2,23.8,5.8,10.0,88.7,204.0,0.0,22.5,Cyanistes caeruleus_Eurasian Blue Tit,Owl,bird,er_file_2024_02_05_8_59_50.wav,er_file_2024_02_05_8_59_50.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03022024/441/er_file_2024_02_05_8_59_50.wav,Tit/chirp
2024-01-07 11:33:09,0.0,1019.24,-0.7,9.3,2.6,0.9,89.0,136.0,0.0,22.5,Cyanistes caeruleus_Eurasian Blue Tit,Frog,animal,er_file_2024_01_07_11_33_09.wav,er_file_2024_01_07_11_33_09.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_06012023/35/er_file_2024_01_07_11_33_09.wav,Tit/ tweet
2024-03-19 12:21:19,0.0,1013.14,10.3,11.1,3.8,16.4,67.3,219.0,2.0,241.6,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_03_19_12_21_19.wav,er_file_2024_03_19_12_21_19.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/103/er_file_2024_03_19_12_21_19.wav,Tit/ tweet
2024-01-23 13:46:46,0.0,1020.01,6.3,9.3,2.5,9.1,83.0,201.0,1.0,127.5,Cyanistes caeruleus_Eurasian Blue Tit,Owl,bird,er_file_2024_01_23_13_46_46.wav,er_file_2024_01_23_13_46_46.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/272/er_file_2024_01_23_13_46_46.wav,Tit/ tweet/dove
2024-02-01 11:32:14,0.0,1027.43,5.5,9.3,2.2,8.2,83.0,188.0,0.0,80.3,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_02_01_11_32_14.wav,er_file_2024_02_01_11_32_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/177/er_file_2024_02_01_11_32_14.wav,Tit/chirp/jackdaw
2024-01-11 15:02:14,0.0,1030.04,-4.3,3.5,0.8,0.0,73.0,155.0,0.0,43.8,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_01_11_15_02_14.wav,er_file_2024_01_11_15_02_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_06012023/154/er_file_2024_01_11_15_02_14.wav,Tit/tweet/chirp
2024-03-19 08:52:29,0.0,1013.51,9.7,3.5,0.5,10.8,92.5,143.0,1.0,105.8,Cyanistes caeruleus_Eurasian Blue Tit,"Bird vocalization, bird call, bird song",bird,er_file_2024_03_19_8_52_29.wav,er_file_2024_03_19_8_52_29.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/94/er_file_2024_03_19_8_52_29.wav,Tit/tweet/noise
2024-03-18 12:41:30,0.0,1011.82,10.7,7.2,3.1,14.4,78.6,191.0,6.0,662.8,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_03_18_12_41_30.wav,er_file_2024_03_18_12_41_30.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/68/er_file_2024_03_18_12_41_30.wav,Tit/ tweet
2024-02-01 11:08:14,0.0,1027.13,5.2,11.1,4.1,7.8,84.0,213.0,0.0,64.6,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_02_01_11_08_14.wav,er_file_2024_02_01_11_08_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/176/er_file_2024_02_01_11_08_14.wav,Tit/ tweet/wind
2024-01-23 10:33:03,0.0,1021.54,4.5,13.0,6.2,6.8,85.6,206.0,0.0,51.5,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_01_23_10_33_03.wav,er_file_2024_01_23_10_33_03.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/260/er_file_2024_01_23_10_33_03.wav,Tit/chirp/dove
2024-01-25 12:05:25,0.0,1024.82,7.1,3.5,0.3,7.3,99.0,161.0,1.0,111.8,Cyanistes caeruleus_Eurasian Blue Tit,Owl,bird,er_file_2024_01_25_12_05_25.wav,er_file_2024_01_25_12_05_25.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/441/er_file_2024_01_25_12_05_25.wav,Tit/ tweet/wind
2024-02-05 12:06:27,0.0,1016.02,8.2,20.1,8.3,10.8,84.0,198.0,1.0,173.0,Cyanistes caeruleus_Eurasian Blue Tit,Bird,bird,er_file_2024_02_05_12_06_27.wav,er_file_2024_02_05_12_06_27.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03022024/457/er_file_2024_02_05_12_06_27.wav,Tit/ tweet
2024-01-25 10:32:14,0.0,1025.53,5.2,3.5,1.0,5.4,99.0,177.0,0.0,82.8,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_01_25_10_32_14.wav,er_file_2024_01_25_10_32_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_20012024/439/er_file_2024_01_25_10_32_14.wav,Tit/ tweet/bells
2024-03-10 10:50:41,0.0,990.82,5.5,7.2,3.3,10.7,69.8,141.0,1.0,170.1,Cyanistes caeruleus_Eurasian Blue Tit,"Chirp, tweet",bird,er_file_2024_03_10_10_50_41.wav,er_file_2024_03_10_10_50_41.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/59/er_file_2024_03_10_10_50_41.wav,Tit/chirp/jackdaw
2024-01-27 16:55:19,0.0,1030.92,3.2,0.0,0.0,5.7,84.0,160.0,0.0,13.3,Cyanistes caeruleus_Eurasian Blue Tit,Animal,animal,er_file_2024_01_27_16_55_19.wav,er_file_2024_01_27_16_55_19.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_26012024/26/er_file_2024_01_27_16_55_19.wav,Dove/koo-koo
2024-03-04 07:10:53,0.0,1006.54,6.1,3.5,0.6,7.4,91.0,180.0,0.0,0.4,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_04_7_10_53.wav,er_file_2024_03_04_7_10_53.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/46/er_file_2024_03_04_7_10_53.wav,Dove/koo-koo
2023-09-22 09:36:05,0.0,995.63,12.6,13.0,4.0,14.5,88.5,171.0,0.0,79.8,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_09_22_9_36_05.wav,er_file_2023_09_22_9_36_05.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_21092023/3/er_file_2023_09_22_9_36_05.wav,Dove/koo-koo/leaves
2023-08-13 11:08:27,0.0,1017.44,17.2,9.3,2.8,22.1,73.4,172.0,3.0,364.3,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2023_08_13_11_08_27.wav,er_file_2023_08_13_11_08_27.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_11082023/45/er_file_2023_08_13_11_08_27.wav,Dove/koo-koo
2024-03-19 10:54:56,0.0,1013.82,10.8,7.2,3.6,15.5,73.3,211.0,4.0,476.3,Streptopelia decaocto_Eurasian Collared-Dove,Hoot,bird,er_file_2024_03_19_10_54_56.wav,er_file_2024_03_19_10_54_56.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_16032024/99/er_file_2024_03_19_10_54_56.wav,Dove/koo-koo/tweet
2024-03-04 08:00:55,0.0,1006.74,6.0,3.5,0.7,7.3,91.0,221.0,0.0,44.7,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_04_8_00_55.wav,er_file_2024_03_04_8_00_55.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/49/er_file_2024_03_04_8_00_55.wav,Dove/koo-koo/chirp
2024-03-10 11:09:50,0.0,990.72,5.7,5.5,1.4,11.2,69.0,131.0,1.0,173.0,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_11_09_50.wav,er_file_2024_03_10_11_09_50.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/61/er_file_2024_03_10_11_09_50.wav,Dove/koo-koo/tweet
2024-03-10 08:48:44,0.0,990.82,4.2,7.2,1.8,8.2,76.0,137.0,0.0,50.3,Streptopelia decaocto_Eurasian Collared-Dove,Owl,bird,er_file_2024_03_10_8_48_44.wav,er_file_2024_03_10_8_48_44.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/54/er_file_2024_03_10_8_48_44.wav,Dove/koo-koo/rain
2024-03-11 08:54:20,1.8,995.02,7.4,3.5,1.1,7.6,99.0,205.0,0.0,24.2,Streptopelia decaocto_Eurasian Collared-Dove,Hoot,bird,er_file_2024_03_11_8_54_20.wav,er_file_2024_03_11_8_54_20.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_08032024/98/er_file_2024_03_11_8_54_20.wav,Dove/koo-koo/tap
2024-03-04 08:10:43,0.0,1006.64,6.1,3.5,0.8,7.6,90.0,194.0,0.0,56.8,Streptopelia decaocto_Eurasian Collared-Dove,Bird,bird,er_file_2024_03_04_8_10_43.wav,er_file_2024_03_04_8_10_43.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/49/er_file_2024_03_04_8_10_43.wav,Dove/koo-koo/jackdaw
2024-03-04 07:11:14,0.0,1006.54,6.1,3.5,0.6,7.4,91.0,180.0,0.0,0.4,Streptopelia decaocto_Eurasian Collared-Dove,Bird,bird,er_file_2024_03_04_7_11_14.wav,er_file_2024_03_04_7_11_14.wav,/Users/evgenynazarenko/DACS_3_year/Thesis/GardenFiles23/garden_03032024/46/er_file_2024_03_04_7_11_14.wav,Dove/koo-koo
